Airlines,Name,Location,Date Published,Text Content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,Ground Service,Wifi & Connectivity
british_airways,L Carini,2018,2018-12-07,"✅ Trip Verified |  We have been loyal customers with British Airways since I was a little girl. Every summer we booked airline tickets with this company to visit my grandparents in Italy. On October 17th I booked 3 airline tickets to visit my grandparents leaving October 31st coming back November 12th as my grandfather was very sick and didn’t have much longer to live. On October 19th my grandfather passed away. We put in a cancellation/refund request because the sole purpose was to see him one last time. As British Airways did refund us for our tickets but refused to refund us $150 of our seats even though we never used their services. This has been frustrating to deal with on top of the loss of my grandfather. In addition, every employee we have spoken to on the phone had probably the worse customer service experience I’ve ever encountered.  I am beyond disappointed with this company and neither my family nor I will fly with them in the future.",Family Leisure,,,,1,,,,
british_airways,James Byrne,2018,2018-12-05,"✅ Trip Verified |  Gatwick to Las Vegas. Boarding by group number seemed to work well at Gatwick, we took off ahead of schedule and service commenced about 45 min after take off. The crew seemed relaxed and happy and worked well as a team. BA have improved their inflight menu and it shows as the quality of the food was one of the best I’ve ever had on a long haul flight. The aircraft was old and dated and the IFE was a throwback to the 90’s with unresponsive touch screen and hard to watch quality as we all so used to HD quality these days. All in all a very enjoyable flight.",Family Leisure,,,,3,4,False,,
british_airways,P Downing,2018,2018-12-03,"Not Verified |  Nassau to London. Premium Economy on BA is a joke. Highlighted by my Friday morning 7am breakfast. A glass of water and a breakfast box containing a cold, sealed in plastic, Croissant and an equally sealed Banana Bread/Cake. No hot food/drink; awful. That after a night battling with intermittent service on the seat back screen,  a screen no larger than in Economy. The only benefit for the money was early off the plane with luggage prioritised to the collection area. The extra leg room was about OK but the seat was simply uncomfortable for a 6/2 225lb male - yes large but not obese. BA Premium Economy - forget it. Other airlines do this better.",Boeing 777,,,,,2,False,,
british_airways,N Heane,2018,2018-11-30,✅ Trip Verified |  Phoenix to Accra via London. I had a great Customer service treatment at the check in at Phoenix by the young lady who checked me in. She was very professional and handled my check in process excellently. My entire trip was great and I really was treated very well also on my final leg to Accra by the BA staff in London as well. Just want to appreciate this gesture of professionalism by the staff.,Boeing 747,,,,,5,False,,
british_airways,T Marston,2018,2018-11-30,"✅ Trip Verified |  Manchester to London. The bag drop process took an hour even though I had checked in already. The staff offered little apology, explaining that there was a big group ahead and they could do nothing about this. Staff on the flight were clumsy and rude - one attendant dropped a water bottle on my shoulder and offered the merest apology. Another flight attendant didn’t bother to ask customers in the last rows if they wanted refreshments. Not exactly best of British, and I’ll certainly not be recommending!",Solo Leisure,,,,3,1,False,,
british_airways,Joerg Boese,2018,2018-11-28,"✅ Trip Verified |  San Diego to Hannover via London. I booked on ba.com, the longer flights both ways in premium economy.  On the return I was informed at San Diego that the American Airlines flight into DFW was severely delayed and I would miss my flight into London. American Airlines could book me on a later flight the same day, but had only  coach available. If I insisted on premier economy I could fly in 3 days. I took the coach and American assured my that BA would refund the fare difference for this downgrade. After arrival at home I contacted BA on their website to refund the fare difference. A bizarre exchange followed. First they said you did not buy any upgraded seat. I told them to look at the ticket. You can't get a refund because the economy class seat was much more expensive that the booked premium economy seat. I contacted BA Germany who said you get a refund, but you booked this with a travel agent, so we are not in charge.  I booked with BA on their website. They saidthey would send this to London so they can compute the refund, but then you can't get a refund because your seat was much more expensive than the premium seat you booked months in advance. The change in booking was the sole fault of the delayed American Airlines flight. This is miserable customer service.",Boeing 777,,,,,2,False,,
british_airways,Sally Macdonald,2018,2018-11-27,✅ Trip Verified |  London Heathrow to Stuttgart. Absolutely disgusted with BA. my husband was asked to put his one piece of hand luggage in the hold due to the flight being busy and he agreed. BA had one job to do - put it in the hold and make sure it arrives in Stuttgart. This has proven too difficult. The bag is lost and they have not offered any assistance or support.,Business,,,,1,1,False,,
british_airways,David Ellis,2018,2018-11-27,"✅ Trip Verified |  London to Johannesburg. Turning right to the first wing at T5 was a new experience for us. It was all pretty slick, although the guy at check-in wasn't exactly Mr Convivial. The Concorde Room was impressive, too - particularly the terrace with its quirky interior design, overlooking the main concourse. Boarding involved lining up according to group. This smacked a bit of low-cost airlines, but I guess that's necessary with all the passengers on a double-decker plane. The first cabin on the A380 is definitely more spacious than on a 747 and the 'suites' also had more room and extra storage space. The dividers seemed higher, too, giving better privacy. The fact that the cabin was only half full was another bonus. Cabin crew were friendly, attentive and thoroughly professional. Food was good, too, and demonstrated that airline food can be of restaurant quality if the cabin crew use reheating facilities properly. The wines on offer were a good selection, including the fabulous LPGS, and we enjoyed some wine tasting. Sleep quality was considerably better than Club World, although the cabin temperature was a little high. Overall, an excellent flight that fully met the brief of first class travel.",A380,,,,,5,False,,
british_airways,C Beale,2018,2018-11-22,"✅ Trip Verified |  Having booked BA Business Class and paid extra for the seat selection on the Boeing 787, I was disappointed to have the flight re-scheduled. I rejected BA's offer of flying on Belgian Air and had to change my flight to get a different BA aircraft. When I booked in the window seat selections had been lost. My husband and I were forced to sit separately. At the booking in I was told that they could not find ""proof"" that I had paid for selected seats. I could not prove the payment because the booking number had changed with the new flights. Spooning with a stranger in the centre isle was not the trip I planned. On the return flight (again, sitting apart from my husband) my TV did not work. The staff could not have been nicer, but could not find an alternative seat. On return, BA customer complaints offered a £400 voucher on my next flight. Despite sending two detailed messages, I received the same response. Completely inadequate service by BA (not the flight attendants) in delivering the flights I paid for and dealing with the complaints.",Business,,,,4,5,False,,
british_airways,S Kane,2018,2018-11-22,"✅ Trip Verified |  Vancouver to London Heathrow. I chose to fly with them because I had been told they were good for families and as I was traveling with my 8 month old alone this was what I needed. The booking process was not smooth and very stressful, I have to call customer service multiple times and they need to improve their customer service call center. The 2 flights were great though, the staff both on the ground and in the air were very helpful and did everything they could to ensure I was doing ok. The crew came around often with drinks and the food was ok I was first given a cot for my baby. I originally wanted a one of the Britax seats they have but was talked out it saying my baby would be more comfortable in the cot, nope! He was too big and could not lie straight so I asked for it to be switched out and he was asleep with 15 minutes. All the toilets in economy were out of order at least 3 hours before we reached our destination so everyone had to used the business class toilets, I'm sure that was annoying for the people seated there and lines were constant.",Boeing 747-400,,,,,5,False,,
british_airways,J Masson,2018,2018-11-21,"✅ Trip Verified |  Boston to Nairobi via London. The only good thing was the new and clean looking plane for the first leg of the trip from Boston to Heathrow. The cabin crew service was below standard. I had a window seat and twice I was passed up and not offered anything to eat/drink while everyone around me was, simply because I was watching a movie. I  noticed that if you didn't have eye contact with the attendant you were not offered anything. Airplane food is not exactly gourmet but BA food was so bland even the little I ate was only because I was hungry. The connecting flight from Heathrow to Nairobi was  worse because the plane was the  opposite of the one from Boston to Heathrow. It looked beat up and lacked even the basics like a USB port. Cabin crew service on this leg was  below standard. I'm probably to blame because I overrated BA before flying with them but now I know better.",Solo Leisure,,,,3,1,False,,
british_airways,B Worley,2018,2018-11-20,"✅ Trip Verified |  Basel to San Fransisco via Heathrow. I'm convinced the quality has dropped considerably in the past several years. I booked World Traveller Plus or Premium Economy which costs appr. twice as much as economy. The flight to SFO was ok seat wise as the plane was an A380 and I has reserved an aisle seat. The food was disgusting for me, during the flight we were given a box with several pieces of junk food and shortly before landing given a piece of pizza. The choice of food leaves a lot to be desired. There were cold drinks offered regularly and you can go to the bulkhead to get extra if needed. We were offered maybe two hot drinks during the 12 hours on the plane (longer due to a delay leaving the UK). The flight back to the UK was worse since it was a Boeing 747 with the older bulkier seats. You couldn't even get to the remote control hidden in the inside of the seat and I'm not big. The recliner didn't work properly and the general space around the seat is cramped as the person next to me spilled over to my seat. I feel sorry for larger people. The food was just as bland and poor and barely any warm drinks. The staff seem challenged with certain situations. Next time I'm off to the US I will look for an alternative airline.",Boeing 747,,,,,2,False,,
british_airways,J Barvele,2018,2018-11-17,✅ Trip Verified |  London to Lyon. The flight has 1h 30 delay for a flight duration of 1:30. Ground staff forced me to check-in my suitcase during boarding process due to lack of space in the plane and I got my suitcase damaged with 2 big cuts on the back. Then the customer service has been very useless. Such a very bad experience. I do not recommend flying with them.,Solo Leisure,,,,2,1,False,,
british_airways,T Neale,2018,2018-11-16,✅ Trip Verified |  London to Boston. I was seated next to a customer who was needed an extra seat. The flight attendant was extremely nice and helpful and ensured I was comfortable throughout the flight. Superb Customer Service.,Business,,,,3,5,False,,
british_airways,A Marshall,2018,2018-11-16,✅ Trip Verified | Stockholm to London. Standard configuration on short haul European flights. Business class still 3 seats each side of the isle. Middle seat fitted with a tray. Had a wonderful crew with 2 super professional stewards in business. Drinks served with a smile and the food also. Food reminding of what was served in economy 10 years ago when there still was free there. The best part of the meal was the cheese and pudding.,A320,,,,,3,False,,
british_airways,C Porter,2018,2018-11-14,"✅ Trip Verified |  Amsterdam to London arrived 33 minutes late - three delays, taking off, landing, and getting the walkway to the airplane. This has happened twice this year. I fly KLM 90% of the time on this route and am delayed very rarely. I fly British on this route  when it is significantly cheaper but am delayed. I’m sure it’s bad luck but if you do better than double the flight time you are having a good day.",Business,,,,4,4,False,,
british_airways,H Parker,2018,2018-11-12,"✅ Trip Verified |  Buenos Aires to London. We flew overnight Friday 9th November. The plane seating is worn out and uncomfortable, there were large numbers or Argentinian passengers on the plane yet I saw no staff that spoke Spanish. The chicken dinner was described as Curry but there was no sauce on it. The bread roll was stale and dessert stodgy, During the night no water was offered to me. It was not possible to charge electronic equipment, the seatback screens were small with a limited choice of entertainment.",Boeing 777-200,,,,,1,False,,
british_airways,F Carini,2018,2018-11-10,"✅ Trip Verified |  Business Class space is ridiculously narrow. Service is very careless. You are not allowed laptops on the flight from Riyadh, so you cannot work if you want to. You cannot choose when to eat.",Boeing 777,,,,,1,False,,
british_airways,Manuel Vieira,2018,2018-11-06,"✅ Trip Verified |  Aberdeen to Heathrow to connect to a flight in Gatwick the day after. During check-in using the BA app, there was a problem that I had to re-start, after that when I opened noted that the boarding pass was issued not allowing me to add a bag in the hold. After calling BA and explaining the situation was told that the option was to pay £65 at the airport desk. What a rip off for a short flight. By curiosity I checked with Easyjet and if I had booked with them for the same day would had cost me the same to fly as the money BA asked for the bag.",A319,,,,,1,False,,
british_airways,U Davis,2018,2018-11-05,"✅ Trip Verified | I would not recommend this airline. I travel a lot for work and get to fly different airlines so have a good base to compare it to. Baggage Allowance: Only give you 23kgs of checked baggage and if you are 1 kg over (regardless if your other bags with your other travel companions are under) you have to pay $170AUD extra. This is the strictest airline I have ever used. All other airlines have allowed up to 5kgs over at no charge. Ensure you have pre-weighed all bags. In-flight meal: On the way to Sydney, they served soggy squashed sandwiches as a meal. It is an 8 hour flight! Make sure you pack your own snacks/meal. You don't get a bottle of water and they rarely serve drinks. Make sure you pre-pack a bottle or two once you are through customs. Customer service: From the get go the customer service was appalling. It is hard enough traveling with kids, but having to deal with BA was stressful. They wouldn't allow me to swap my ticket with my husband as we were traveling with my kids and I had a slight delay which meant I couldn't go on the same flight. At the airport, they couldn't find my children's booking which caused further delay and stress. How do you misplace 4 kids on the same booking? They then put my husband in a seat not with all of us and wouldn't do anything to help change this. We had to ask the person next to my kids once on the plane on our own. Don't bother flying BA.",Family Leisure,,,,1,1,False,,
british_airways,S Zalbo,2018,2018-11-04,"✅ Trip Verified |  New York to Budapest via London. The second flight was a bit different. The plane was clean, but cold. I wanted to drink water, but the cabin crew does not accepted my request. By mistake the captain welcomed the passengers to Bucharest and not Budapest.",A320,,,,,5,False,,
british_airways,S Marden,2018,2018-11-02,"✅ Trip Verified |  Heathrow to Athens on A321. Arrived at the airport in time and bag drop was an ease. Got to the gate within 30mins of bag drop with light security queues. On the aircraft, there was sufficient seat legroom for my seat 7F.  A funny safety video played and the flight was smooth. No food was served, except some M&S, BBC news was playing on the screens, with no sound and Russian captions, quite confusing. The plane landed half an hour late, but it was the best landing I have ever experienced.",A321,,,,,4,False,,
british_airways,T Smart,2018,2018-11-01,"✅ Trip Verified | London to Bangkok. I am not a fan if the BA configuration in Business. However I did have seat 2J so it was right up front. I am not sure where to begin. Food awful, I ordered beef (a showcase of British beef the notes said) that was inedible I left most of it. Instead of asking was something wrong or would I like another meal option, the FA took the tray away and asked if I wanted dessert. Wine 2 reds 2 whites and 2 champagnes - hardly a stellar wine list. Entertainment small screen with dreadful resolution and a very limited ordinary range of options. Staff challenged at best, clearly some had not been in business before. Disengaged and disinterested. The cabin was over hill for me. The toilet was not checked very often, a sweet wrapper remained on the toilet floor the entire trip as did an overflowing rubbish bin. I would expect much better up the front of the plane we pay a premium to be there and the service and overall product do not match expectations.",Boeing 777-200,,,,,3,False,,
british_airways,Mark Stanger,2018,2018-10-28,"✅ Trip Verified |  Abu Dhabi to London. Although a BA flight, this sector was operated by Air Belgium and offered a really poor experience. Aircraft felt old and tired, cabin crew were totally indifferent, cabin temperature was too hot and stuffy and food totally inedible. A really awful flight and worth looking at alternatives if you need to fly this route in the near future.",A340-300,,,,,2,False,,
british_airways,Keiran Coulton,2018,2018-10-27,"✅ Trip Verified |  Gatwick to Orlando. Stains on the seat, cotton buds in the seat well. Disgusting and had to force them to clean. No entertainment on board, it was not functional. Internet available at three times Emirates price and twice AA flight and speed that won’t achieve streaming. When I complained to BA they told me I couldn’t communicate with the CEO but I could connect with their customer relations. I have been Gold on BA for thirty years and it’s time to ditch this 
non responsive airline.",Boeing 777,,,,,1,False,,
british_airways,Steven Hodgson,2018,2018-10-26,"✅ Trip Verified | Newcastle to Las Vegas via London. Both my flights were great, on time and the food was good on the flight to London, and a nice bottle of champagne as well. My long haul flight was also good, aircraft was 20yrs old but clean, cabin crew were very nice, friendly and efficient, my pre ordered meal was absolutely fantastic, the only complaint I can have is the in flight entertainment needs to be improved, ie, try showing some classic British comedy programmes instead of the unfunny modern stuff, and also include some good classic rock music that people have actually heard of, apart from that, absolutely great, well recommended.",A319 / Boeing 747,,,,,4,False,,
british_airways,Christopher Rainbow,2018,2018-10-25,"✅ Trip Verified |  While it is still fresh in my mind, I’d like to commend the hard working crew of my BA flight from St.Petersburg to London Heathrow on 23rd October 2018. The check-in staff were very professional and helpful and assisted me with a query. Boarding was operated remarkably efficiently and in a precise and orderly manner. The cabin crew were welcoming and very professional in their appearance and demeanor too. The cabin was spotlessly clean and the flight departed on time and arrived slightly early. The captain was informative. My only gripe was the lack of a route map on this flight and the M&S buy on board option was a bit tedious. Disembarkation was equally well managed and passengers were fare welled in a courteous and sincere way. This flight has restored my faith in BA. Well done to the superb crew!",A320,,,,,5,False,,
british_airways,Miguel Galeno,2018,2018-10-25,"✅ Trip Verified |  London to Philadelphia. I upgraded from coach to business for almost $900 because I  wanted to experience BA’s business class in the Boeing 787, but I was disappointed. While the aircraft was new, the staff really could have cared less about the business guests. 2-3-2 in business with some seats facing the cockpit and others the tail. BA lost me as a traveler because the crew although polite, service wise was lacking. Pre-flight they offer you a beverage, I asked for rose champagne and I was told “I guess I have to go find a bottle and open one”. In my previous business class experiences there are beverages served every 2 hours, not on this almost 8 hour flight. I was served my main meal almost 2.5 hours after takeoff. You get one full hot meal and a snack one hour and a half before landing. You also get an initial beverage and then the next time a beverage is offered is 1.5 hours before landing. If you ask for anything else to drink in between you have to go into the galley. Yes they have the menu, linen, silverware and glass but you feel like they just have to do this for you and not like they want to do this for you. Because of the extra seat they cram into business now they are all very narrow and really uncomfortable. There was virtually no storage other than a small laptop droor and that’s it. I have to say the entertainment options were very good and there was no Wi-Fi on this flight. You get a pillow, duvet and blanket and a decent amenity kit. BA has the new planes, and decent business amenities however they lost me in the service. I will not pay to upgrade to business on BA and will avoid flying with them if I have another option. They need to improve when it comes to inflight experiences and treatment specially for their business class travelers.",Boeing 787-9,,,,,1,False,,
british_airways,Robert Watson,2018,2018-10-24,✅ Trip Verified | Madrid to London. Good improvement. This BA club Europe flight was on a B777 so seats were flat beds. BA have updated their menus so instead of serving a sandwich they offered a full meal service. Three choices of main and food was good quality. Good BA listened to feedback. They were as always let down by their Iberia partners in that their Madrid business lounge was abysmal as usual. With no toilets available and the lone tortilla as the unique culinary offering along with dirty tables,Boeing 777-200,,,,,4,False,,
british_airways,C Hoffmann,2018,2018-10-23,"✅ Trip Verified |  London to Munich. The ground staff were very friendly and the plane was clean. Once boarding was completed we were informed that due to issues with the tower the flight would be delayed by 40 minutes. They hadn't finished loading the baggage and this was clear from the view out of the window, where you could see bags still arriving and being loaded after our scheduled departure. Aircrew were functional but this must have been the last flight of the day and you noticed it. Flight was uneventful they had the flight tracking screen down for 30 minutes before they retracted. Other than being lied to as to the reason for the delay the flight offered the minimum required.",A321,,,,,2,False,,
british_airways,Bernard Kauffmann,2018,2018-10-23,"✅ Trip Verified |  London to Cape Town.  Waiting at gate, the staff announced flight will be delayed because cabin temperature is too high. Air conditioning problem on board. She said all doors of aircraft have been opened, lights dimmed or switched off to decrease temperature, boarding will start as soon as possible. Finally one hour after take off temperature became acceptable.",Boeing 747-400,,,,,2,False,,
british_airways,C Hoffmann,2018,2018-10-22,"✅ Trip Verified | Full flight from MUC to LHR with British Airways. On the plus side the ground and cabin crew are very friendly, so is the baggage allowance, plane although not new was clean. You have to pay for your food and beverages on board short haul flights. The departure was delayed by 45 minutes and a further delay on arrival for a total of 55 minutes later than expected. We also parked at a gate at the very far end of T5. The plus side of all the walking was that the luggage was there waiting for us. Service as expected for the price and that would be the reason for choosing them again. When traveling with an infant the delays tend to compound matters.",A321,,,,,2,False,,
british_airways,Bill Atkins,2018,2018-10-22,"✅ Trip Verified |  Manchester to Philadelphia via London. MAN-LHR I am not tall so the Club Europe seating is fine for me on a short flight. Addressed by name - adequate breakfast of bacon roll, fruit and yoghurt. Concorde Room not crowded and no wait for showers. LHR-PHL on aged 747 but still my favorite - cabin/washrooms in very good shape though. I have no problem with the BA F layout unlike so many posters here. Excellent flight - experienced crew and though full cabin, all very smooth and professional. Beautifully prepared and presented lamb shank, good wines as always - nice to see a good British bubbly included. Only downside was deplaning in PHL where F passengers had to fight their way off through the J scrum - could have been controlled by crew, but was not.",A319 / Boeing 747-400,,,,,5,False,,
british_airways,R Nieters,2018,2018-10-21,✅ Trip Verified |  Bangkok to London. Seating and interior old with a very small IFE screen. I did not like the meals. Had a short connection and i was rebooked from another partner. Upon arrival in LHR others for the same connecting flight were awaited but not me. I was told there would be service agents in purple everywhere but I found none. The fast track security was non existant. Total experience was bad.,Boieng 777-200,,,,,3,False,,
british_airways,W Reed,2018,2018-10-18,"✅ Trip Verified |  London to Toronto. 14 day trip to play golf with my Father, and BA lost my clubs for 7 days. Dealing with BA lost luggage/customer service was brutal, they had no idea where my clubs were or how long it would take to retrieve them. I had packed all my clothes with my clubs. First days of trip were to buy clothes and essentials. Flight home from LHR-YYZ was an old 777 with a misplaced seat cushion, and a broken seat that wouldn't stay upright. The IFE system badly needs upgrading, and no power ports at the seats - grueling 7.5hr flight. As bad as I thought Air Canada was they are light years ahead of BA.",Boeing 777,,,,,1,False,,
british_airways,Lukas Steinberger,2018,2018-10-17,"✅ Trip Verified |  London to Vienna. I was shocked that BA provides buy onboard short haul flights - no free water, coffee or tea. I tried to buy something but my Credit Card wouldn't work, and I could not pay with cash.",A320,,,,,2,False,,
british_airways,Luc Vannevel,2018,2018-10-17,"✅ Trip Verified |  Johannesburg to London. I tend to stay with an airline as a frequent flyer and I fly business class. I have seen a change for the worst in BA service, and it does not seem to get any better. Bedding finally a decent pillow, a very good one indeed. The rest is a waste of money unless a new announced Club World seat is introduced where all this will fit perfectly.  Seated in a window seat makes it  impossible to make up a bed properly with them new things. I don't expect top food in a plane but I expect service. If you announce things, make sure you have them. On some flights Champagne is not being served when you have taken your seat. Premium economy however gets a sparkling wine.  You must eat when they order you to eat. They seem to have run out of certain items such as a gin other than Gordon's. You have to decide upon breakfast before you even had dinner. Entertainment, make sure you bring your tablet with downloaded things to view. BA offers you the most limited offer.",A380,,,,,2,False,,
british_airways,L Xu,2018,2018-10-17,"✅ Trip Verified |  Singapore to London Heathrow. It's my first time traveling on British Airways. The seat arrangement in its long-haul business class is very uncommon that half of the seats are facing backward. So you are face-to-face with the one sitting opposite you (at least during taking off and landing when the divider is lowered down). There are 8 Club World seats per row for 777-300ER, which is relatively narrower if comparing with other carriers serving this route. The cabin service was as good as expected. However, I saw only chocolate bars and sweets for the minibar during night. There could be some other choices.",Boeing 777-300ER,,,,,4,False,,
british_airways,E Gardner,2018,2018-10-15,"✅ Trip Verified |  London to Los Angeles. Booked this trip eight months previously and as I lost my status on BA a few years ago were forced to pay an additional £180 for our two seats. The flight I chose was a Boeing 787 and was prepared to part with the extra cash so we could be in the small front cabin. Never expecting anything to go according to plan with BA and our flight was cancelled a few days before. We were rebooked onto a later flight which they changed from an A380 to a twenty one year old Jumbo. We were then seated right at the back of Club World to benefit from a screaming child sat in the front row of premium. We were greeted by a rather pleasant steward who told us he would be looking after us for the trip, he then disappeared never to be seen again. Food was served within an hour of take off for an eleven hour flight. The steak so tough was it impossible to cut and could only be eaten by picking up and biting pieces off. After a few hours I went  to the galley to seek out a drink as the crew had disappeared, stood there being completely ignored by three stewardesses. Reluctantly one stopped chattering and managed to get me a drink. The second meal was served about seven hours after lunch, steak sandwich, at least that one was edible. The seat was as you would expect on such an old plane totally knackered, getting out was a task in itself. I bought WiFi for the whole trip, it ran for about 50% of the flight, yet their customer (non existent) services refuse to refund the payment even though I sent them a whole host of screenshots showing at various times there was no wifi service, but they are happy to note the problems. We have avoided BA now for some time, except where there is no other option as on Club Europe. But with transatlantic they are probably the bottom of the pile. We only took this trip to use up some Avios, they have all been used now and we could come back from LAX on Virgin Atlantic. Never again, BA club world offered is a farce in today's business market.",Boeing 747-400,,,,,1,False,,
british_airways,Gordon Smith,2018,2018-10-13,"✅ Trip Verified |  Miami to London Heathrow. As with many others whom have posted reviews on this site my issue is with BA's customer service when dealing with an issue that has arisen from flying on this once proud airline. My issue was with faulty equipment onboard. Issue with my seat that the onboard team tried to the best of their ability to sort but unable to through no lack of effort and have nothing but praise for these guys working with aging equipment and keep on trying to do their best to keep the customer happy. Had to move seat and as first, club and premium economy all full, had to move back to economy. Asked customer services to refund me the fare difference for this part of the journey and after several cut and past generic replies on their part and fed up hitting my head off a brick wall have given up as life is too short to fight profits over customer satisfaction organisation. Following a favourable review of my outward journey it is clear BA lacks consistency and don't wish to deal with issue when something goes wrong. As i said in both my reviews nothing but praise for the onboard crews dealing with these issues and trying to make it a great experiance but think BA now need to work on their problem solving skills. I now have 91000 Avios going to waste as my business will be going else where.",Boeing 747,,,,,1,False,,
british_airways,Michael LiBassi,2018,2018-10-07,"Not Verified | London Heathrow to Milan Malpensa. Worst airline I’ve ever dealt with. I fly 100+ times a year. British Airways lost my and my wife’s luggage on our vacation. They have been unbelievably rude and unhelpful in resolving this issue. They have ruined our vacation and refuse to help us. Please, never book this airline.",Couple Leisure,,,,1,1,False,,
british_airways,Bruce Symons,2018,2018-10-06,"Not Verified |  Calgary to Rome via London. My wife and I booked our 10th anniversary trip from Calgary to Rome return, with British Airways, Sept 17-27. This was my first trip in Europe, and we spent almost $8500 CAD on first class tickets. The flight Calgary to London (stopover) was ok. I got a bottle of water, and then nobody came to the pod I was in for the next 8 hours. One would have expected more from first class, maybe another bottle of water? They asked me to fill out what I would like for breakfast on a card. I filled it out but no breakfast or even coffee came. The vacation itself was great. On the day of the return flight, our Trenitalia train broke down in Naples, and we were 80 mins late. My wife tried dozens of times to phone British Airways but none of their phone numbers posted on the website were working; most of the calls were just dropped and some were out of service. We tried the numbers from our tickets, their website, their help desk, Facebook page, Google etc. We tried at least 5 different phone numbers a half dozen times each over the 90 mins, and could not get through. My wife managed to check herself in online, but could not check me in. There was a glitch on the computer saying they needed my passport to check in, once my wife pressed my name, the passport information was already on the form and said form is complete. It was a computer glitch we couldn't get around.  Ultimately we arrived at the Rome airport 5 mins too late for me to check in. My wife was ok and could go through but I could not. We asked the 3 ladies at the British Airways desk for help, and they shrugged and said they couldn't help us. Apparently, they said it would have been different if we called before, and we showed them her phone (see the attached photos) with all the calls we made. They then told us it was a ticket kiosk only and they couldn't reschedule us. They gave us another number to call My wife at this point was near tears. I am visually impaired and had eye surgery just 2 weeks prior, so I was not allowed to carry over 5 lbs. She was managing all the luggage, the ticketing etc and after 10 hours of delays she was very stressed. The attitude of these ladies certainly did not help in any way. The new secret customer service phone number we were given did work, and my wife was on the phone with Customer Service for over an hour. After reviewing the details with several teams of specialists, we were told basically that they didn't believe us that we tried to call, they were not interested in us sending screenshots of us trying to call. Nothing could be done for us, and they could only rebook us for $8800. No apologies whatsoever were given, nor the slightest help or accommodation for us being stranded in Rome. We eventually made it home on different airlines but I have lost all respect and trust for British Airways. Like any corporation they are only interested in taking your money while making minimal effort to customer support.",Couple Leisure,,,,4,1,False,,
british_airways,B Maltin,2018,2018-10-01,"✅ Trip Verified |  London to Bangkok. Flew British Airways for the first time in a couple of years. Terminal 5 is rubbish. It may look great, but you have to travel further using the train services to get there, and once there you may find that after check in you need to travel  again on another train  to  T5a or b as they are again separate  sections of terminal 5. I usually fly EVA and others from Terminal 2 and I would avoid T5 if possible from now on. The aircraft interior was old and dated, the seats had seen better days and the tv screen was about the size of an iPhone 8+ (without the technology). The food was ok at best, served cold to warm on both meals on both flights. The crew were okay on the flight home, however on the flight out they were not interested when you spoke to them. Landing cards for Thailand were loaded on the aircraft in a total of about 50 so most people in economy had to land in Bangkok and spend time filling one in just before immigration which is ridiculous as the queue is always huge at Bangkok and you want to just get on with clearing through and getting your bag. The flight had some drunks on the way back to the UK, and while this isn’t the airlines fault, I did notice that when one young guy of about 21 was told no more alcohol by the cabin manager (he kicked off) the next crew member did serve him. This is the last time by choice I will ever fly British Airways, if there’s no seats available anywhere else (which is why I went with them this time), then I guess I’ll have no choice.",Solo Leisure,,,,1,3,False,,
british_airways,Jair Cameron,2018,2018-09-28,"✅ Trip Verified |  London Heathrow to Miami. The airport staff was very helpful, the crew was also very nice and the food was delicious. I had the old personal entertainment system but it works very well. Overall it was one of the best flights I had.",Boeing 747-400,,,,,5,False,,
british_airways,J Tarbiner,2018,2018-09-28,"✅ Trip Verified |  London to Singapore. It was a wonderful flight.  I was lucky having a 2-seats-row for my own on the upperdeck, but that was only the last criteria to make the flight perfect. The crew was very friendly and the food was the best I've had on an airplane. If you fly the A380 in economy, book seats in the upperdeck. Best seats on the plane: 83A or 83K.",A380,,,,,5,False,,
british_airways,Faiz Mohammad,2018,2018-09-26,"Not Verified | Dublin to London. I was trying to add additional bag online but system was keep saying that my email address is not correct, but I was giving completely correct email address. When I checked in my flight then additional bag option was completely gone and system asked me to add additional bag from airport charging me €70 as compare to €35 online price. Afterwards I phoned customer care to discuss the issue, customer care agent has dropped my call three times. On fourth time I was talking one of the customer care agent. He was not helpful at all, then I asked him to connect me with his supervisor or manager, they put me on hold for about 55 mins and said manager is busy. This is completely unprofessional and was showing no empathy. British Airways is trying to rob me by compelling me to pay double price at airport for extra baggage. British Airways was always my first priority. Unfortunately, I won’t be flying again with British Airways due to this awkward behavior.",Solo Leisure,,,,1,1,False,,
british_airways,Clive Drake,2018,2018-09-25,"✅ Trip Verified | London - Pisa (Return). I fly this route often as we have a house in Tuscany. This, in all reasonableness was the best so far - but only just. Outbound we went through the ""First"" wing check in at T5. (We are Gold card members). The breakfast we had in the lounge was just about OK. The South lounge was rammed. We took off on time and I declined a cooked breakfast. The lady next to me had a full English and it did look rather nice. The Captain popped out for the loo, and I caught his eye and enjoyed a pleasant ten minutes or so chat about aviation. A very nice bloke, who landed the plane superbly. Coming home, we were delayed by 45 minutes due to storm Ali. We had a very good lunch with the new Club Europe menu which came into effect two days earlier. A nice prawn cocktail and a very nice coronation Chicken. Downed a couple of G&Ts. FAs on both flights were great. There has been a massive improvement here on the catering side. The seating is still hopeless. Three seats between two and zero legroom. BA really should look at the competition in the Far East who offer excellent regionalized business class. The product is only worth it in a Sale or Avious points. The every day fare price is ludicrous.",A321,,,,,1,False,,
